sentence1,sentence2,similarity
是否公开,是否公开,entailment
涉法涉诉标志,涉法涉诉标志,entailment
涉及人数,信访件涉及人数,entailment
受信人,受信人姓名,entailment
信访件编号,信访件编号,entailment
信访件状态,信访件状态,entailment
信访事项信访目的,信访事项信访目的,entailment
信访日期,信访日期,entailment
信访人诉求,信访人诉求,entailment
信访形式,信访形式,entailment
信访人姓名,信访人姓名,entailment
证件类型,身份证件类型,entailment
证件号码,身份证件号码,entailment
出生日期,出生日期,entailment
常住地址,常住地址,entailment
电子邮件,电子邮箱,entailment
工作单位,工作单位,entailment
户口所在地,户籍地,entailment
联系电话,联系电话,entailment
民族,民族,entailment
通讯地址,通讯地址,entailment
性别,性别,entailment
信访人国籍或港澳台居民身份,国籍地区,entailment
姓名,姓名,entailment
邮政编码,邮政编码,entailment
证件号码,身份证件号码,entailment
证件类型,身份证件类型,entailment
职业,职业,entailment
政治身份,政治面貌,entailment
居住地址,居住地址,entailment
出生日期,出生日期,entailment
残疾证号,残疾证号,entailment
残疾等级,残疾等级,entailment
残疾类别,残疾类别,entailment
性别,性别,entailment
监护人住址,监护人住址,entailment
监护人姓名,监护人姓名,entailment
监护人联系方式,监护人联系电话,entailment
与监护人关系,与监护人关系,entailment
身份证号,公民身份号码,entailment
发证机关,发证机关,entailment
发证日期,发证日期,entailment
姓名,姓名,entailment
民族,民族,entailment
户籍地区,户籍地,entailment
联系方式,联系电话,entailment
持证状态,持证状态,entailment
姓名,姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
身份证,公民身份号码,entailment
行政区划,行政区划名称,entailment
户籍地,户籍地,entailment
残疾等级,残疾等级,entailment
残疾性质,残疾性质,entailment
发证日期,发证日期,entailment
有效期,证件有效期,entailment
证明机关,证明机关,entailment
证明时间,证明日期,entailment
父亲国籍,父亲国籍,entailment
父亲民族,父亲民族,entailment
父亲住址,父亲住址,entailment
父亲证件号码,父亲身份证件号码,entailment
父亲证件类别,父亲身份证件类型,entailment
健康状况,健康状况,entailment
医疗机构名称,医疗机构名称,entailment
母亲国籍,母亲国籍,entailment
母亲民族,母亲民族,entailment
母亲年龄,母亲年龄,entailment
母亲住址,母亲居住地址,entailment
母亲证件号码,母亲身份证件号码,entailment
母亲证件类别,母亲身份证件类型,entailment
签发机构,签发机构,entailment
签发日期,证明签发日期,entailment
出生时间,出生时间,entailment
出生体重,出生体重,entailment
出生地,出生地,entailment
父亲年龄,父亲年龄,entailment
父亲身份证号码,父亲公民身份号码,entailment
父亲姓名,父亲姓名,entailment
母亲身份证号码,母亲公民身份号码,entailment
母亲姓名,母亲姓名,entailment
出生日期,出生日期,entailment
性别,性别,entailment
新生儿姓名,新生儿姓名,entailment
出生证明编号,出生医学证明编号,entailment
患者姓名,患者姓名,entailment
患者身份证号,患者公民身份号码,entailment
监护人姓名,监护人姓名,entailment
与患者关系,与患者关系,entailment
监护人电话,监护人联系电话,entailment
辖区村（居委会）联系人电话,居委会联系电话,entailment
目前诊断情况,目前诊断情况,entailment
确诊医院,确诊医院,entailment
确诊日期,疾病确诊日期,entailment
卡状态,精神病人卡状态,entailment
终止原因,终止原因,entailment
终止时间,终止日期,entailment
就业情况,就业情况,entailment
死亡日期,死亡日期,entailment
死亡原因,死亡原因,entailment
躯体疾病死亡原因,躯体疾病死亡原因,entailment
既往症状,既往症状,entailment
既往症状其他,既往症状其他,entailment
申请人姓名,申请人姓名,entailment
与当事人关系,与当事人关系,entailment
判决法院,判决法院,entailment
判决日期,判决日期,entailment
当事人姓名,案件当事人,entailment
当事人身份证号,当事人公民身份号码,entailment
案号代码,案号,entailment
出生日期,出生日期,entailment
身份证号码,公民身份号码,entailment
火化日期,火化日期,entailment
死亡日期,死亡日期,entailment
户籍所在地,户籍地,entailment
姓名,姓名,entailment
民族,民族,entailment
国籍,国籍,entailment
所在殡仪馆,所属殡仪馆,entailment
性别,性别,entailment
火化编号,火化证编号,entailment
职工账号,职工账号,entailment
职工姓名,职工姓名,entailment
身份证号码,公民身份号码,entailment
死亡时间,死亡时间,entailment
出生日期,出生日期,entailment
报卡日期,死亡报卡日期,entailment
死亡日期,死亡日期,entailment
报卡单位,死亡报卡单位,entailment
死亡原因,死亡原因,entailment
国家或地区,国家地区,entailment
婚姻状况,婚姻状况,entailment
家属地址,死者家属地址,entailment
家属电话,家属联系电话,entailment
联系家属姓名,联系家属姓名,entailment
死者生前工作单位,死者生前工作单位,entailment
民族,民族,entailment
证件号码,身份证件号码,entailment
最高诊断单位,最高诊断单位,entailment
死亡地点,死亡地点,entailment
文化程度,学历,entailment
户口街道代码,户口街道代码,entailment
户口详细地址,户口详址,entailment
户口区县代码,户口县区代码,entailment
户口市代码,户口市代码,entailment
户口省代码,户口省代码,entailment
居住街道代码,居住街道代码,entailment
居住详细地址,居住地详细地址,entailment
居住区县代码,居住县区代码,entailment
居住市代码,居住市代码,entailment
居住省代码,居住省代码,entailment
性别,性别,entailment
死者姓名,死者姓名,entailment
诊断依据,诊断依据,entailment
证件类型,身份证件类型,entailment
死亡证明编号,死亡证明编号,entailment
直接导致死亡的疾病名称,直接导致死亡的疾病名称,entailment
死亡证明发证机关,发证机关,entailment
窃电总额,窃电总额,entailment
窃电量,窃电量,entailment
身份证号,公民身份号码,entailment
用电户名,用户名,entailment
用电地址,用电地址,entailment
窃电时段,窃电时段,entailment
统计年月,电费统计年月,entailment
用电户号,用户号,entailment
地域名称,所在地区,entailment
企业法人姓名,法定代表人姓名,entailment
身份证号码／组织机构代码,身份证件号码或组织机构代码,entailment
证件号码,身份证件号码,entailment
证件类型,身份证件类型,entailment
执行法院,执行法院,entailment
失信被执行人具体情形,失信被执行人具体情形,entailment
法律生效文书确定的义务,法律生效文书确定的义务,entailment
执行依据文号,失信被执行人执行依据文号,entailment
作出执行依据单位,作出执行依据单位名称,entailment
失信被执行人姓名／名称,失信被执行人名称,entailment
标识自然人或企业法人,自然人或企业法定代表人姓名,entailment
被执行人的履行情况,失信被执行人履行情况,entailment
已履行部分,失信被执行人已履行部分,entailment
发布时间,失信信息发布时间,entailment
立案时间,立案时间,entailment
性别,性别,entailment
未履行部分,失信被执行人未履行部分,entailment
案号,案号,entailment
处罚处理名称,处罚处理名称,entailment
处罚处理内容,处罚处理内容,entailment
处罚处理日期,处罚处理日期,entailment
处罚处理种类,处罚处理种类,entailment
处罚对象类型,处罚对象类型,entailment
处罚对象名称,处罚对象名称,entailment
处罚机关,处罚机关,entailment
加密证件号码,身份证件号码,entailment
实际处罚部门,处罚部门,entailment
信息类型,处罚信息类型,entailment
有效截止日期,有效期截止日期,entailment
证件类型,身份证件类型,entailment
真实证件号码,身份证件号码,entailment
案件上报期,案件上报时间,entailment
案件性质,案件性质,entailment
法定代表人或者负责人姓名,法定代表人或者负责人姓名,entailment
法定代表人或者负责人性别,法定代表人或者负责人性别,entailment
法定代表人或者负责人证件号码,法定代表人或者负责人身份证件号码,entailment
法定代表人或者负责人证件名称,法定代表人或负责人证件名称,entailment
负有直接责任的财务负责人性别,负有直接责任的财务负责人性别,entailment
负有直接责任的财务负责人姓名,负有直接责任的财务负责人姓名,entailment
负有直接责任的财务负责人证件号码,负有直接责任的财务负责人证件号码,entailment
负有直接责任的财务负责人证件名称,负有直接责任的财务负责人身份证件名称,entailment
负有直接责任的中介机构信息及其从业人员信息,负有直接责任的中介机构及其从业人员信息,entailment
