sentence1,sentence2,similarity
违法事实,处罚违法事实,entailment
处罚文号,处罚决定书文号,entailment
处罚内容,处罚内容,entailment
当事法人姓名,当事法人名称,entailment
统一社会信用代码,统一社会信用代码,entailment
处罚结果,处罚结果,entailment
处罚时间,处罚日期,entailment
处罚事实,处罚事实,entailment
处罚依据,处罚依据,entailment
单位名称_姓名,工作单位,entailment
发布期限,公告发布期限,entailment
发布时间,黑名单信息发布时间,entailment
法定代表人身份证号,法定代表人公民身份号码,entailment
法定代表人姓名,法定代表人姓名,entailment
统一社会信用代码_身份证号,统一社会信用代码或身份证件号码,entailment
处罚文号,处罚决定书文号,entailment
案卷号,处罚案卷号,entailment
处罚依据,处罚依据,entailment
处罚主体所属级别,处罚主体级别,entailment
处罚种类,处罚种类,entailment
处罚主体,处罚主体,entailment
调查机构,调查机构,entailment
当事人姓名,案件当事人,entailment
当事人性质,当事人性质,entailment
单位联系人,单位联系人,entailment
单位名称,单位名称,entailment
法定代表人,法定代表人,entailment
罚款数额(万元),罚款金额,entailment
复议结果,处罚复议结果,entailment
复议情况,处罚复议情况,entailment
公开方式,处罚公开方式,entailment
公开日期,公开日期,entailment
公开网址,处罚公开网址,entailment
结案情况,处罚结案情况,entailment
结案日期,结案日期,entailment
决定书是否社会公开,决定书是否社会公开,entailment
决定书文号,处罚决定书文号,entailment
决定下达日期,处罚决定下达日期,entailment
具体情形,处罚具体情形,entailment
联系电话,联系电话,entailment
联系人,联系人,entailment
没收违法所得的内容,没收违法所得的内容,entailment
年度,年度,entailment
其他公开方式描述,其他公开方式描述,entailment
是否举行听证,是否举行听证,entailment
是否纳入银行征信系统,是否纳入银行征信系统,entailment
是否所属集团公司,是否所属集团公司,entailment
是否为上市公司,是否为上市公司,entailment
身份证号码,公民身份号码,entailment
诉讼结果,诉讼结果,entailment
所属集团公司股票代码,所属公司组织股票代码,entailment
所属集团公司名称,所属公司组织,entailment
所属集团公司组织机构代码,所属公司组织机构代码,entailment
诉讼情况,诉讼情况,entailment
统一社会信用代码,统一社会信用代码,entailment
违法案件类型,违法案件类型,entailment
行政命令种类,行政命令种类,entailment
移送信息,移送信息,entailment
营业执照注册号,营业执照注册号,entailment
作出决定的相关材料,处罚作出决定材料,entailment
执行情况填写,处罚执行情况,entailment
主要违法行为,主要违法行为,entailment
执行完毕日期,执行完毕日期,entailment
第一监护人姓名,第一监护人姓名,entailment
第一监护人与本人关系,第一监护人与本人关系,entailment
第一监护人身份证号,第一监护人公民身份号码,entailment
第一监护人电话,第一监护人联系电话,entailment
第二监护人姓名,第二监护人姓名,entailment
第二监护人与本人关系,第二监护人与本人关系,entailment
第二监护人身份证号,第二监护人公民身份号码,entailment
第二监护人电话,第二监护人联系电话,entailment
单位/学校名称,单位名称,entailment
医保卡号,医保卡号,entailment
患者就诊卡证类型,患者就诊卡证类型,entailment
患者就诊卡证号码,患者就诊卡证号码,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
性别代码,性别代码,entailment
出生日期,出生日期,entailment
本人联系方式,患者联系电话,entailment
国籍代码,国籍代码,entailment
民族代码,民族代码,entailment
户籍地址,户籍地址,entailment
现住地12位行政区划代码,行政区划代码,entailment
现住地区名称,患者现住地区,entailment
学历代码,学历代码,entailment
从业分类代码,从业分类代码,entailment
职业分类代码,职业分类代码,entailment
婚姻状况代码,婚姻状况代码,entailment
医疗机构名称,医疗机构名称,entailment
医疗机构名称,医疗机构名称,entailment
入院科室名称,入院科室名称,entailment
病案号,病案号,entailment
入院日期时间,患者住院入院时间,entailment
入院病人来源,入院病人来源,entailment
供史者姓名,供史者姓名,entailment
与患者关系,与患者关系,entailment
现病史描述,现病史描述,entailment
既往史描述,患者既往史描述,entailment
初步主要诊断疾病名称,初步主要诊断疾病名称,entailment
入院主要诊断疾病名称,入院主要诊断疾病名称,entailment
是否传染病或疑似病例,是否传染病或疑似病例,entailment
是否不明原因肺炎病例,是否不明原因肺炎病例,entailment
患者就诊卡证号码,患者就诊卡证号码,entailment
患者就诊卡证类型,患者就诊卡证类型,entailment
病人姓名,病人姓名,entailment
病人身份证号,患者公民身份号码,entailment
性别,性别,entailment
出生日期,出生日期,entailment
住院号,住院号,entailment
入院诊断日期,入院诊断日期,entailment
修正主要诊断疾病名称,修正主要诊断疾病名称,entailment
修正诊断医师姓名,医师姓名,entailment
修正诊断日期,修正诊断日期,entailment
是否疑难病例,是否疑难病例,entailment
是否危重病例,是否危重病例,entailment
患者就诊卡证类型,患者就诊卡证类型,entailment
患者就诊卡证号码,患者就诊卡证号码,entailment
病人姓名,病人姓名,entailment
性别,性别,entailment
出生日期,出生日期,entailment
住院号,住院号,entailment
病案号,病案号,entailment
出院记录/死亡记录标识,出院或死亡记录标识,entailment
入院诊断疾病名称,入院诊断疾病名称,entailment
医生对入院诊断的描述,入院诊断描述,entailment
入院日期时间,患者住院入院时间,entailment
是否做过手术,是否做过手术,entailment
主要手术名称,主要手术名称,entailment
出院（或死亡）日期时间,出院或死亡时间,entailment
死亡原因,死亡原因,entailment
是否尸体病理解剖,是否尸体病理解剖,entailment
医疗机构名称,医疗机构名称,entailment
出院科室名称,出院科室名称,entailment
记录日期时间,患者出院登记时间,entailment
检查报告结果,检查报告结果,entailment
报告时间,检查报告时间,entailment
病人标识类别,病人标识类别,entailment
检查方法,检查方法,entailment
检查类型,检查类型,entailment
检查时间,身体检查时间,entailment
检查项目名称,检查项目,entailment
检查医生姓名,检查医生姓名,entailment
就诊卡号,就诊卡号,entailment
性别,性别,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
阴阳性,检查报告阴阳性,entailment
报告日期,检验报告日期,entailment
报告医生姓名,报告医生姓名,entailment
病人标识类别,病人标识类别,entailment
采集部位,检验采集部位,entailment
参考值范围,检验报告参考值范围,entailment
检验报告单机构（科室）,检验报告单机构科室,entailment
检验目的,检验目的,entailment
检测方法,检测方法,entailment
检验结果,检验结果,entailment
检验日期,检验日期,entailment
检验项目名称,检验项目,entailment
卡号,检验报告卡号,entailment
卡类型,检验报告卡类型,entailment
临床意义,临床意义,entailment
年龄（岁）,年龄,entailment
危急值标志,危急值标志,entailment
性别,性别,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
医疗机构代码,医疗机构代码,entailment
检验报告单号,检验报告单号,entailment
个人健康档案号,个人健康档案号,entailment
分类,体检分类,entailment
体检日期,体检日期,entailment
姓名,姓名,entailment
身份证号,公民身份号码,entailment
体温,体温,entailment
症状其他,身体症状其他,entailment
脉率,脉率,entailment
呼吸频率,呼吸频率,entailment
收缩压（左侧）,收缩压左侧,entailment
舒张压（左侧）,舒张压左侧,entailment
收缩压（右侧）,收缩压右侧,entailment
舒张压（右侧）,舒张压右侧,entailment
身高,身高,entailment
体重,体重,entailment
腰围,腰围,entailment
体质指数,体质指数,entailment
职业病危害因素接触史编码,职业病危害因素接触史编码,entailment
职业病危害因素接触史（工种）,职业病危害因素接触史（工种）,entailment
职业病危害因素接触史（从业时间年）,职业病危害因素接触史（从业时间年）,entailment
臀围,臀围,entailment
腰臀围比,腰臀围比,entailment
血氧饱和度 %,血氧饱和度,entailment
得分,征信得分,entailment
管理分类,体检管理分类,entailment
体检机构,体检机构名称,entailment
心率,心率,entailment
体检分类,体检分类,entailment
是否合格老年人体检,是否合格老年人体检,entailment
